"annotation_id","annotator","created_at","date","flag","id","ids","lead_time","sentiment","target","text","updated_at","user"
14,"1","2024-10-27T16:30:32.822469Z","Sun May 31 16:19:17 PDT 2009","NO_QUERY",809,1985046181,35.95,"Neutral",0,"@tinksterbelle aye... oh wait... i'm not famous enough for that yet ","2024-10-27T16:30:32.822469Z","x5649"
15,"1","2024-10-27T16:30:44.753358Z","Sat Jun 06 16:12:52 PDT 2009","NO_QUERY",810,2059084025,17.117,"Positive",4,"@joeymcintyre True dat... LOL Have a great show tonight ","2024-10-27T16:30:44.753358Z","Quimo"
16,"1","2024-10-27T16:30:57.196315Z","Tue Apr 21 01:42:48 PDT 2009","NO_QUERY",811,1573551994,25.554,"Negative",0,"omg i have a nasty blister on my toe ","2024-10-27T16:30:57.196315Z","yggep"
17,"1","2024-10-27T16:31:14.357779Z","Wed Jun 03 09:12:54 PDT 2009","NO_QUERY",812,2017958841,24.119,"Negative",4,"@KosherWineGuy yeah. Stupidly took me months to figure that out. Not without intelligence; sometimes without good judgment. ","2024-10-27T16:31:14.357779Z","jesslfuller"
18,"1","2024-10-27T16:31:23.352505Z","Sat May 30 19:00:48 PDT 2009","NO_QUERY",813,1976768387,17.811,"Neutral",4,"@xheiligsein lol, I just added one thing is all ","2024-10-27T16:31:23.352505Z","miss_r"
19,"1","2024-10-27T16:31:35.862942Z","Fri Jun 05 21:08:28 PDT 2009","NO_QUERY",814,2051210717,8.93,"Neutral",4,"@vaudesir please be in the CRV ","2024-10-27T16:31:35.862942Z","gc_cc"
20,"1","2024-10-27T16:31:51.407859Z","Mon May 11 23:38:45 PDT 2009","NO_QUERY",815,1771234790,21.741,"Negative",0,"For once I wish someone was awake to talk to.. I'm in a deep low right now.  I'll be okay in the morning I guess..","2024-10-27T16:31:51.407859Z","meakcsj"
21,"1","2024-10-27T16:32:07.211578Z","Mon Apr 20 23:38:41 PDT 2009","NO_QUERY",816,1573080971,28.226,"Negative",0,"BORED OUT OF MY FRIKKN MIND! NO ONE FRIKKN CARES  WHATEVER, THOSE ARE TRUE FRIENDS &gt;:l","2024-10-27T16:32:07.212605Z","mariee_"
22,"1","2024-10-27T16:32:22.711363Z","Mon Apr 20 03:00:50 PDT 2009","NO_QUERY",817,1564341351,19.744999999999997,"Negative",0,"God, I miss the boys so bad! ","2024-10-27T16:32:22.711363Z","Convo1st"
23,"1","2024-10-27T16:32:28.250590Z","Mon Apr 20 07:35:01 PDT 2009","NO_QUERY",818,1565801645,17.523,"Negative",0,"naww gossipgirl is SO sad  iLOVEthisshow.","2024-10-27T16:32:28.250590Z","cheekymaltesa10"
24,"1","2024-10-27T16:32:40.448057Z","Sun May 17 11:44:12 PDT 2009","NO_QUERY",819,1827927792,10.107,"Positive",4,"eatting grapes  they are soooo good","2024-10-27T16:32:40.448057Z","itsgaby"
25,"1","2024-10-27T16:32:49.843091Z","Fri May 29 09:13:24 PDT 2009","NO_QUERY",820,1961257236,14.845,"Neutral",0,"asks: did anyone possibly get a photo of me receiving my diploma? Dad's camera died right at that moment. ","2024-10-27T16:32:49.843091Z","karisheadspace"
26,"1","2024-10-27T16:32:59.895105Z","Tue Jun 02 03:51:47 PDT 2009","NO_QUERY",821,2002319446,20.72,"Positive",4,"@tevroliana OHH YEAH!!! ","2024-10-27T16:32:59.895105Z","30STMluva"
27,"1","2024-10-27T16:33:16.023171Z","Mon Jun 01 16:33:22 PDT 2009","NO_QUERY",822,1997271557,17.619,"Positive",4,"With sam and his brother watching harold and kumar  funniesttt movie haha","2024-10-27T16:33:16.023171Z","maddiecarina"
28,"1","2024-10-27T16:33:30.177089Z","Sat Jun 06 17:25:22 PDT 2009","NO_QUERY",823,2059681914,19.294,"Negative",4,"@Elphabarocks01 Honey - men suck. Well, MOST men suck. Hang in there ","2024-10-27T16:33:30.177089Z","Moonflowerchild"
29,"1","2024-10-27T16:33:37.557764Z","Fri May 29 10:56:05 PDT 2009","NO_QUERY",824,1962365221,16.475,"Neutral",0,"i don't know !! ","2024-10-27T16:33:37.557764Z","juliananmelo"
30,"1","2024-10-27T16:34:07.778145Z","Sun Jun 14 23:45:52 PDT 2009","NO_QUERY",825,2174972250,19.713,"Positive",4,"i think i like what i see more than i imagined ","2024-10-27T16:34:07.778145Z","emilia_5"
31,"1","2024-10-27T16:34:44.577918Z","Sat Jun 20 10:17:34 PDT 2009","NO_QUERY",826,2254793372,42.596000000000004,"Negative",0,"Squashed beef with Terrance fro 106 thats my dawg! One problem I DID NOT GET ANY  &quot;ACTION&quot;! even when I win I lose ","2024-10-27T16:34:44.577918Z","DemionJ"
32,"1","2024-10-27T16:35:03.019043Z","Fri May 29 15:07:14 PDT 2009","NO_QUERY",827,1964975605,37.253,"Negative",0,"@mathewhulbert There's very few film/TV jobs, especially in WMids. And I can't afford to move away yet!  Sorry, I missed you on 107.3!","2024-10-27T16:35:03.019043Z","charlie628"
33,"1","2024-10-27T16:35:24.367212Z","Thu Jun 04 23:01:28 PDT 2009","NO_QUERY",828,2039871999,39.167,"Neutral",4,"No we're off to see Sandra Bernhard tonight, and staying over in London so prob not around during the day tomorrow. Britney is next week ","2024-10-27T16:35:24.367212Z","paulmonkey"
34,"1","2024-10-27T16:35:37.730865Z","Tue Jun 16 16:23:55 PDT 2009","NO_QUERY",829,2198666451,28.39,"Negative",0,"damn... it's gonna take me forever to get to the auditorium theater  maybe i just won't go.","2024-10-27T16:35:37.730865Z","mcsantia"
35,"1","2024-10-27T16:36:04.210789Z","Fri May 22 06:53:41 PDT 2009","NO_QUERY",830,1882449770,20.637,"Positive",4,"@cassiekitsch dude! I wanna try that. ","2024-10-27T16:36:04.210789Z","madameroselynn"
36,"1","2024-10-27T16:36:22.452925Z","Sat Apr 18 23:37:17 PDT 2009","NO_QUERY",831,1556626695,23.717,"Positive",4,"just came from the most romantic wedding ever. the groom almost cried, which made everyone else almost cry ","2024-10-27T16:36:22.453925Z","idiosingularity"
37,"1","2024-10-27T16:36:34.921773Z","Mon May 04 07:19:36 PDT 2009","NO_QUERY",832,1695963199,15.646,"Neutral",4,"yess  are you going today?","2024-10-27T16:36:34.921773Z","amgypsytown"
38,"1","2024-10-27T16:36:50.820679Z","Thu May 28 22:38:54 PDT 2009","NO_QUERY",833,1956771004,8.962,"Neutral",4,"from @PhillyGirl528 and I.... Good night ","2024-10-27T16:36:50.820679Z","TimP103"
39,"1","2024-10-27T16:37:03.720402Z","Sat May 30 00:57:09 PDT 2009","NO_QUERY",834,1969710673,11.155,"Neutral",4,"@TagAlongTess Actually, two things to go to this evening. A going away drinks at Panama and a birthday around the corner. Convenient. ","2024-10-27T16:37:03.720402Z","rperdio"
40,"1","2024-10-27T16:37:19.328551Z","Sat Jun 06 13:38:25 PDT 2009","NO_QUERY",835,2057776558,29.078,"Neutral",0,"Just did my brothers homework.why dont i get fun homework like that anymore! ","2024-10-27T16:37:19.328551Z","hannahmay_"
41,"1","2024-10-27T16:37:24.509951Z","Mon Jun 01 18:50:31 PDT 2009","NO_QUERY",836,1998614528,10.504,"Neutral",4,"Ahhhhhh life is perfect! ","2024-10-27T16:37:24.509951Z","AmandaEliza"
42,"1","2024-10-27T16:37:41.408087Z","Sat Jun 20 04:22:32 PDT 2009","NO_QUERY",837,2251718808,17.613,"Neutral",0,"watching the Qualifiing for the British #GrandPrix at:  http://tinyurl.com/lbtmhm - preamble nattering at the moment ","2024-10-27T16:37:41.408087Z","flyingtortoise"
43,"1","2024-10-27T16:37:55.901475Z","Wed Jun 17 07:24:27 PDT 2009","NO_QUERY",838,2207042741,21.689,"Negative",0,"Fricking stubbed toe from yesterday! I've got bruising on half my foot.. Owie... it hurts ","2024-10-27T16:37:55.901475Z","daniellwells"
44,"1","2024-10-27T17:27:25.166671Z","Sun May 03 07:19:27 PDT 2009","NO_QUERY",839,1686954322,19.988,"Negative",0,"Masch is injured too ","2024-10-27T17:27:25.166671Z","empireofthekop"
45,"1","2024-10-27T17:27:39.764481Z","Wed Jun 03 09:59:20 PDT 2009","NO_QUERY",840,2018451285,22.484,"Negative",0,"OMG! I am about to pay off a $1000 vredit care bill. Im going to cry when its all over because thats really gonna break my pockets ","2024-10-27T17:27:39.764481Z","MzPurple_Kissez"
46,"1","2024-10-27T17:27:53.691066Z","Sun Apr 19 09:48:55 PDT 2009","NO_QUERY",841,1558937040,23.303,"Negative",0,"Now at the airport - only 3hrs until the flight   No fun getting here early, but always worry about getting here late...","2024-10-27T17:27:53.691066Z","T_J_Smith"
47,"1","2024-10-27T17:28:02.498409Z","Mon Jun 01 22:33:52 PDT 2009","NO_QUERY",842,2000631470,18.328,"Neutral",4,"@BrentWoodcox THE CURE ","2024-10-27T17:28:02.498409Z","samanthasykes"
48,"1","2024-10-27T17:28:22.577353Z","Sat Jun 06 02:37:52 PDT 2009","NO_QUERY",843,2052940067,22.743,"Positive",4,"i've cleverly managed to delete the address my parents are staying at so finding them today should be fun, well done me ","2024-10-27T17:28:22.577353Z","notmyipod"
49,"1","2024-10-27T17:28:27.713207Z","Sun May 03 22:14:36 PDT 2009","NO_QUERY",844,1693337367,14.375,"Neutral",0,"misses eveykins ","2024-10-27T17:28:27.713207Z","puma_ish_crazy"
50,"1","2024-10-27T17:28:36.659315Z","Fri May 29 09:48:37 PDT 2009","NO_QUERY",845,1961636215,9.572000000000001,"Neutral",4,"@simplymzle i guess what they say is true, with age comes wisdom ","2024-10-27T17:28:36.659315Z","jasting"
51,"1","2024-10-27T17:28:55.073753Z","Sun Jun 07 04:26:14 PDT 2009","NO_QUERY",846,2063880292,24.367,"Negative",0,"@luv4tn I always have fun there. But last night, my quick nap turned comatose and I didn't go at all ","2024-10-27T17:28:55.073753Z","panteramack"
52,"1","2024-10-27T17:29:17.245225Z","Sat Jun 06 15:14:07 PDT 2009","NO_QUERY",847,2058587316,20.345,"Positive",4,"@adrielove she won't. shes busy making italian food for tomorrow night. omg tuna, now i want subway, haha ","2024-10-27T17:29:17.245225Z","kaylajjoyce"
53,"1","2024-10-27T17:29:32.356510Z","Sun Jun 07 02:08:02 PDT 2009","NO_QUERY",848,2063306269,26.896,"Neutral",4,"@titsuno whateva, just like ur tweet ","2024-10-27T17:29:32.356510Z","dellatheblizard"
55,"1","2024-10-27T17:31:25.536981Z","Sat Jun 06 03:18:35 PDT 2009","NO_QUERY",849,2053109287,10.018,"Neutral",4,"I just managed it! ","2024-10-27T17:31:25.536981Z","SoSoOx3"
54,"1","2024-10-27T17:31:17.743977Z","Wed Jun 17 23:22:39 PDT 2009","NO_QUERY",850,2218901214,16.631,"Neutral",0,"Gorgeous is gorgeous no more ","2024-10-27T17:31:17.743977Z","m1ssvan3ssa"
56,"1","2024-10-27T17:31:34.992578Z","Sat Jun 06 13:46:48 PDT 2009","NO_QUERY",851,2057849471,17.861,"Negative",0,"@jack_ono being in on a saturday night is always a sad thing. ","2024-10-27T17:31:34.992578Z","LornaHaywood"
57,"1","2024-10-27T17:31:51.244233Z","Sat Jun 06 20:04:39 PDT 2009","NO_QUERY",852,2061047739,21.21,"Neutral",4,"http://twitpic.com/6sxud - a pretty pic i took of a tree. ","2024-10-27T17:31:51.244233Z","Melissa_Jonas16"
58,"1","2024-10-27T17:32:11.369335Z","Sat Jun 06 23:29:07 PDT 2009","NO_QUERY",853,2062524498,22.078999999999997,"Positive",4,"Finally saw Iron Man and liked it ","2024-10-27T17:32:11.369335Z","adsouto"
59,"1","2024-10-27T17:32:26.614330Z","Thu Jun 18 12:48:56 PDT 2009","NO_QUERY",854,2227131183,18.422,"Negative",0,"oh, and the freezer at the shop decided to defrost itself. Opened the door and got greeted with a BUNCH of water ","2024-10-27T17:32:26.614330Z","Elabeth"
60,"1","2024-10-27T17:32:51.446337Z","Sat May 02 00:56:11 PDT 2009","NO_QUERY",855,1677205628,37.114999999999995,"Positive",4,"@ddlovato i just wanna say that &quot;Don't forget&quot; is one of the best songs ever! it gets me through alot  thanks for that xoxo!","2024-10-27T17:32:51.446337Z","Christiners"
61,"1","2024-10-27T17:32:59.489916Z","Sun May 31 13:06:42 PDT 2009","NO_QUERY",856,1983415077,25.122,"Neutral",4,"@Hallaaax oceanup.com  or youtube","2024-10-27T17:32:59.489916Z","fayee_x"
62,"1","2024-10-27T17:33:07.198887Z","Sun Jun 07 17:42:40 PDT 2009","NO_QUERY",857,2070447108,5.415,"Neutral",4,"@greenewart http://twitpic.com/6v6b7 - ta lindoo ","2024-10-27T17:33:07.198887Z","pauug"
63,"1","2024-10-27T17:33:17.786481Z","Mon Jun 01 15:23:11 PDT 2009","NO_QUERY",858,1996614834,14.844999999999999,"Positive",4,"@alisonjp69 @anthonyrh33 did you like my trainers?  ashes2ashes was good","2024-10-27T17:33:17.786481Z","Milesstephen"
64,"1","2024-10-27T17:33:29.410027Z","Thu Jun 04 22:48:08 PDT 2009","NO_QUERY",859,2039785634,16.201,"Positive",0,"@nkotb I miss Twisted  But thanks for the great show!","2024-10-27T17:33:29.410027Z","StarChild1981"
65,"1","2024-10-27T17:33:46.815134Z","Sun Jun 21 01:47:07 PDT 2009","NO_QUERY",860,2263778450,25.219,"Neutral",0,"@Str8_Cash  I can't sleep. I'm drinking a Cup of milk !","2024-10-27T17:33:46.815134Z","Jen_Bunni"
66,"1","2024-10-27T17:33:58.968627Z","Sat Jun 06 09:43:33 PDT 2009","NO_QUERY",861,2055661022,15.557,"Negative",0,"what's going on?  suddenly EVERYTHING synced to my AppleTV just disappeared?  it takes a LONG time to re-sync.....sorry kids, no movie ","2024-10-27T17:33:58.968627Z","tschaber"
67,"1","2024-10-27T17:34:11.434362Z","Sun Jun 07 09:08:45 PDT 2009","NO_QUERY",862,2065713397,19.223,"Positive",4,"just home had  good day  ","2024-10-27T17:34:11.434362Z","marylovesnicky"
68,"1","2024-10-27T17:34:27.881820Z","Mon Jun 15 21:42:32 PDT 2009","NO_QUERY",863,2188334143,19.656,"Negative",0,"@mlegrimm I meant immediately. I was out with people and they all went to bed. I wanted to keep partying  Up for some hookah or something.","2024-10-27T17:34:27.881820Z","jcolv"
69,"1","2024-10-27T17:34:49.431510Z","Fri Jun 19 14:50:40 PDT 2009","NO_QUERY",864,2244512215,38.897999999999996,"Neutral",0,"@taracee A receptionist/office job for a non-profit. I've been going for pastry jobs too, but no responses yet. ","2024-10-27T17:34:49.432510Z","kaciecee"
70,"1","2024-10-27T17:35:02.547809Z","Sat May 30 18:48:09 PDT 2009","NO_QUERY",865,1976696772,24.472,"Positive",4,"My pally is almost lv 60!  She actually wears pants now! YAY!","2024-10-27T17:35:02.547809Z","RoflRawr"
71,"1","2024-10-27T17:35:16.594729Z","Sun Jun 07 15:29:47 PDT 2009","NO_QUERY",866,2069228938,20.93,"Positive",4,"Lets see if this txt works, hehe ","2024-10-27T17:35:16.594729Z","itsKRYST"
72,"1","2024-10-27T17:35:23.340224Z","Fri May 22 02:35:39 PDT 2009","NO_QUERY",867,1880812559,12.082,"Neutral",0,"@pric3r i should. ","2024-10-27T17:35:23.340224Z","emma_BMTH"
73,"1","2024-10-27T17:35:36.716946Z","Sat Jun 06 17:16:53 PDT 2009","NO_QUERY",868,2059611597,15.759,"Negative",0,"going to work soon bt soo nt in the mood...my ankle hurts ","2024-10-27T17:35:36.716946Z","Bryleeeee"
74,"1","2024-10-27T17:35:46.338595Z","Sat Jun 20 21:42:17 PDT 2009","NO_QUERY",869,2261996002,13.993,"Neutral",0,"@misscrash damn why I get a what.ever   http://myloc.me/4MU3","2024-10-27T17:35:46.339593Z","ayobillay"
75,"1","2024-10-27T17:36:56.934034Z","Fri Jun 05 19:54:25 PDT 2009","NO_QUERY",870,2051123885,73.69999999999999,"Positive",4,"@uwillbeheard I'll see what I can dig up. Had the LP imported from Eng. Grew up backstage with Daddio and band, excellent experience, imo ","2024-10-27T17:36:56.934034Z","linlori"
76,"1","2024-10-27T17:37:08.204537Z","Mon Jun 01 14:32:59 PDT 2009","NO_QUERY",871,1996109734,21.212,"Neutral",4,"Gahh exams... Geography was horrible, history was ok &amp; maths was mixed! Urghhh. Only English tomorrow ","2024-10-27T17:37:08.204537Z","HelloLivvy"
77,"1","2024-10-27T17:38:02.208344Z","Sun May 31 12:12:11 PDT 2009","NO_QUERY",872,1982943699,41.760999999999996,"Positive",4,"@antVE Haha, I cannot understand it, too. ","2024-10-27T17:38:02.208344Z","hotelcolumbia"
78,"1","2024-10-27T17:38:13.032595Z","Tue Jun 02 05:22:34 PDT 2009","NO_QUERY",873,2002875785,18.972,"Positive",0,"@sage_in_spain poor kiddo  I'll be thinking of you both today, and hoping things work out ((hugs))","2024-10-27T17:38:13.032595Z","Bambi429"
79,"1","2024-10-27T17:38:33.098054Z","Fri Jun 19 04:15:42 PDT 2009","NO_QUERY",874,2236668316,32.504000000000005,"Neutral",0,"So I put my picture up... I know, I know... Im so gagster it hurts. lol Nah not even a little bit...  oh well.","2024-10-27T17:38:33.098054Z","Ashley198821"
80,"1","2024-10-27T18:39:35.413958Z","Fri May 29 00:03:33 PDT 2009","NO_QUERY",875,1957288982,20.934,"Neutral",4,"@patriciannroque Should it be a clique thing?... Just saying. ","2024-10-27T18:39:35.413958Z","kyluhtoots"
81,"1","2024-10-28T08:00:17.038229Z","Fri Jun 19 17:23:20 PDT 2009","NO_QUERY",876,2246299789,28.052,"Neutral",0,"@ReneeLynnScott I havent half the skill my nephew possesses. He promised me a website and didn't deliver, so had to do my own ","2024-10-28T08:00:17.039270Z","arianna_skye"
82,"1","2024-10-28T08:00:25.434270Z","Sun May 03 07:35:27 PDT 2009","NO_QUERY",877,1687041925,22.55,"Positive",4,"thanks Joanna ","2024-10-28T08:00:25.434270Z","winantya"
83,"1","2024-10-28T08:00:47.696271Z","Mon Jun 15 12:26:52 PDT 2009","NO_QUERY",878,2181897884,18.006999999999998,"Negative",4,"thank god monday is over. last night was a disaster, I could'nt get any sleep. I hope tonight will be better. ","2024-10-28T08:00:47.696271Z","Addi_1st"
84,"1","2024-10-28T08:01:04.321227Z","Sun May 31 07:08:13 PDT 2009","NO_QUERY",879,1980581505,24.705,"Negative",4,"shower, toilet, sink, water, toothbrush, plate, fork, milk, clothing, car. no specific order. oh PS. there is never order. LOVE LIFE!!! ","2024-10-28T08:01:04.321227Z","skrillabobcat"
85,"1","2024-10-28T08:01:21.641269Z","Sun Apr 19 07:34:29 PDT 2009","NO_QUERY",880,1558189714,27.914,"Negative",0,"Thinking I need to learn art of deligation, either that or get a sugar fix as energy levels have reached all time low ","2024-10-28T08:01:21.641269Z","Hells1180"
86,"1","2024-10-28T08:01:32.157372Z","Tue Jun 16 19:12:11 PDT 2009","NO_QUERY",881,2200663161,23.302,"Neutral",0,"@whitebaek nope, 10 sushi + 6 maki was $10.95, now $12.95 ","2024-10-28T08:01:36.685416Z","ginamon"
87,"1","2024-10-28T08:01:44.646405Z","Mon Jun 15 02:27:38 PDT 2009","NO_QUERY",882,2175945708,15.937999999999999,"Neutral",4,"@AJCann some very lucky person ","2024-10-28T08:01:44.646405Z","jobadge"
88,"1","2024-10-28T08:01:56.063409Z","Sun Jun 07 02:44:44 PDT 2009","NO_QUERY",883,2063459400,18.514000000000003,"Positive",0,"@theBrandiCyrus WHAAATT ? Benjamin McKenzie was sitting next to you, so jealous  :O xD ( i miss The O.C  )","2024-10-28T08:01:56.063409Z","Shellebel"
89,"1","2024-10-28T08:02:08.548416Z","Sun Apr 19 06:59:00 PDT 2009","NO_QUERY",884,1558022986,21.326,"Neutral",0,"Just packing and getting ready to go back to Gib and work ","2024-10-28T08:02:08.548416Z","tracey152"
90,"1","2024-10-28T08:02:20.992416Z","Sun May 31 04:29:03 PDT 2009","NO_QUERY",885,1979781856,18.352,"Positive",4,"Morning Tweets!  I've got day one of my silver clay class today.  Fun for me!  ","2024-10-28T08:02:20.992416Z","SquareOneBeads"
91,"1","2024-10-28T08:02:33.760417Z","Sun Jun 14 23:06:10 PDT 2009","NO_QUERY",886,2174693990,22.684,"Positive",4,"Actually looking forward to getting back to my routine tomorrow. ","2024-10-28T08:02:33.760417Z","IamTheChingas"
92,"1","2024-10-28T08:02:40.316416Z","Sun May 31 05:02:48 PDT 2009","NO_QUERY",887,1979924900,14.155999999999999,"Positive",4,"@ChesterBe We love you Chester  #chesterday","2024-10-28T08:02:40.316416Z","Allanborba"
93,"1","2024-10-28T08:02:52.790418Z","Sat May 30 14:59:31 PDT 2009","NO_QUERY",888,1975357875,15.546,"Positive",4,"@DubarryMcfly i will!! you're one of the first people i talk to on here  never fear i'll just spam your page aha xxx","2024-10-28T08:02:52.790418Z","JessMcFlyxxx"
94,"1","2024-10-28T08:03:04.392417Z","Tue Jun 02 03:41:25 PDT 2009","NO_QUERY",889,2002265270,25.139,"Neutral",4,"http://bit.ly/wbKSP keep voting adam  he's in first noowwww (L) @Dorkus_","2024-10-28T08:03:04.392417Z","TheByrne_x"
95,"1","2024-10-28T08:03:13.184457Z","Fri Jun 19 20:43:55 PDT 2009","NO_QUERY",890,2248505735,15.044,"Neutral",0,"AT&amp;T people? Are your txts working???mine are not. ","2024-10-28T08:03:13.184457Z","amberback"
96,"1","2024-10-28T08:03:18.052455Z","Mon Jun 15 16:09:02 PDT 2009","NO_QUERY",891,2184603661,17.52,"Negative",4,"myspacee finally ","2024-10-28T08:03:18.052455Z","laurennwells"
97,"1","2024-10-28T08:03:26.539456Z","Sat May 30 21:55:13 PDT 2009","NO_QUERY",892,1977880289,12.09,"Negative",0,"Mo just lost... I'm sad ","2024-10-28T08:03:26.539456Z","teeniespy"
98,"1","2024-10-28T08:05:27.749393Z","Tue Jun 23 07:58:45 PDT 2009","NO_QUERY",893,2295477132,123.86099999999999,"Negative",0,"@mark_alexandre ableton time ;) sorry you lost your job dude ","2024-10-28T08:05:27.749393Z","davesenan"
99,"1","2024-10-28T08:05:37.181614Z","Sat May 16 20:29:13 PDT 2009","NO_QUERY",894,1822830305,15.302,"Positive",4,"@lady12s im one of the smart ones.  xx","2024-10-28T08:05:37.181614Z","kat_n"
100,"1","2024-10-28T08:05:46.596407Z","Mon Jun 15 00:23:35 PDT 2009","NO_QUERY",895,2175218176,16.167,"Neutral",0,"it is waaaaaay too humid for having a cold ","2024-10-28T08:05:46.596407Z","Funnysilence"
101,"1","2024-10-28T08:06:00.628865Z","Tue Jun 02 03:13:38 PDT 2009","NO_QUERY",896,2002125829,20.239,"Positive",4,"@Mickystarship D: but i wanna win..! how about, we both win? ","2024-10-28T08:06:00.628865Z","xamylouise"
102,"1","2024-10-28T08:06:11.596867Z","Sun May 31 00:19:31 PDT 2009","NO_QUERY",897,1978745242,17.591,"Positive",4,"I have been nudged to update my Twitter!!  Thank you Jeff )","2024-10-28T08:06:11.596867Z","JennTwist"
103,"1","2024-10-28T08:06:17.159884Z","Sat Jun 06 19:48:30 PDT 2009","NO_QUERY",898,2060906538,14.638,"Neutral",4,"I just farted ","2024-10-28T08:06:17.159884Z","pawluh"
104,"1","2024-10-28T08:06:25.796678Z","Mon May 11 23:33:31 PDT 2009","NO_QUERY",899,1771209644,15.47,"Negative",0,"im a simple girl.. why do people have to judge me.. ","2024-10-28T08:06:25.796678Z","xobreekat"
105,"1","2024-10-28T08:06:41.565073Z","Wed Jun 17 01:53:24 PDT 2009","NO_QUERY",900,2204312965,15.597999999999999,"Negative",0,"@myoptika ...A mountain bike with a broken derailleur, no less. I have no top gear ","2024-10-28T08:06:41.565073Z","stuartsharpe"
106,"1","2024-10-28T08:09:13.746490Z","Mon Jun 01 00:29:47 PDT 2009","NO_QUERY",901,1989144764,42.308,"Positive",4,"@BOBAashlee LOL! damn. i so shoulda..i wanted to know what was inside that take out box. hahahahaha. we have to eat ceviche..on me ","2024-10-28T08:09:13.746490Z","BobaStacy"
107,"1","2024-10-28T08:09:25.708065Z","Sat May 30 18:58:22 PDT 2009","NO_QUERY",902,1976754586,61.769,"Neutral",4,"@ann_aguirre @limecello I have a premonition I'll end up w/ a man-titty cover. Not that I'll be complaining ","2024-10-28T08:09:25.708065Z","LorelieBrown"
108,"1","2024-10-28T08:09:36.246945Z","Tue Apr 07 02:49:05 PDT 2009","NO_QUERY",903,1468627192,8.366,"Neutral",4,"made some greens today.. no wait.. i believe its yellowish orange ","2024-10-28T08:09:36.246945Z","LadyG84"
109,"1","2024-10-28T08:09:53.770437Z","Sun Jun 07 19:31:40 PDT 2009","NO_QUERY",904,2071518611,25.926000000000002,"Negative",4,"@melaniegreen I just liked singing &quot;The Dolphins Make Me Cry!&quot; on the top of my lungs.  ","2024-10-28T08:09:53.770437Z","LaneyinIndy"
110,"1","2024-10-28T08:10:00.301892Z","Mon Jun 01 06:26:25 PDT 2009","NO_QUERY",905,1991119149,19.29,"Neutral",4,"@security4all  Flemish?","2024-10-28T08:10:00.301892Z","lmacvittie"
111,"1","2024-10-28T08:10:07.196445Z","Fri May 29 00:34:03 PDT 2009","NO_QUERY",906,1957459248,9.251999999999999,"Neutral",0,"Did not feel like getting up ","2024-10-28T08:10:07.196445Z","bazzareido"
